2048	2048	0.285714285714
411	1	0.147058823529
2	2	0.120432263815
69	2	0.132575757576
183	2	0.178571428571
51666	2	0.357142857143
3	3	0.285714285714
1181	3	0.138888888889
4	4	0.22619047619
92	4	0.0542717086835
130	4	0.00845165652468
158	4	0.0694444444444
160	4	0.208333333333
154225	4	0.104166666667
639789	4	0.428921568627
334	5	0.104166666667
32776	32776	1.0
2057	2057	1.0
15071	2057	0.714285714286
11395	2057	0.0892857142857
89	329739	0.00700280112045
8866	329739	0.833333333333
13	13	0.166666666667
244	316	0.147058823529
22928	18435	0.294117647059
4303	20	0.416666666667
2	22	0.0284090909091
22	22	0.201680672269
82	22	0.0416666666667
411	22	0.0735294117647
1319	22	0.00420168067227
20503	20503	0.330357142857
85	20503	0.0694444444444
33010	20503	0.625
24823	20503	0.138888888889
31426	20503	0.178571428571
46060	20503	0.138888888889
44080	20503	0.0694444444444
1075	20503	0.416666666667
177756	20503	0.0520833333333
20185	20503	0.0210084033613
130	646163	0.00287356321839
34659	589828	0.104166666667
57059	298881	0.357142857143
47131	47131	0.928571428571
89	47131	0.00700280112045
1319	38940	0.00420168067227
27994	27994	1.0
26507	46085	0.0653594771242
14148	344097	0.416666666667
4	38	0.104166666667
38	38	0.166666666667
130	38	0.0101419878296
16424	16424	0.166666666667
2487	100393	0.357142857143
13	42	0.0694444444444
42	42	0.166666666667
45372	409643	0.0833333333333
547449	409643	0.208333333333
1893	409643	0.104166666667
45	45	0.159663865546
89	45	0.0490196078431
46	46	0.184173669468
627	46	0.416666666667
2358	51248	0.0260416666667
56	56	0.404761904762
92	56	0.0198412698413
15369	67379	0.104166666667
59	59	0.206349206349
2	644789	0.0183823529412
64	64	0.166666666667
46	2059	0.0105042016807
72	68	0.0595238095238
69	69	0.499458874459
278	69	0.110294117647
554	69	0.208333333333
72	645495	0.0105042016807
20551	20551	1.0
69	72	0.104166666667
72	72	0.201680672269
89	72	0.0347222222222
405	72	0.104166666667
492	72	0.104166666667
643	72	0.208333333333
11505	72	0.416666666667
56	2121	0.0277777777778
1421	2122	0.272727272727
835	30795	0.416666666667
835	30796	0.416666666667
78	78	1.0
551949	551949	1.0
36944	36944	0.166666666667
7280	626769	0.0284090909091
22	82	0.0735294117647
82	82	0.666666666667
83	83	0.166666666667
649478	83	0.0980392156863
85	85	0.246031746032
130	85	0.00718390804598
49343	85	0.208333333333
130	86	0.00507099391481
46060	86	0.138888888889
2	88	0.0367647058824
88	88	0.404761904762
158	88	0.0694444444444
2274	88	0.357142857143
643	88	0.416666666667
89	89	0.272875816993
130	89	0.00783699059561
1632	616538	0.0892857142857
88	92	0.142857142857
92	92	0.176670668267
111	92	0.138888888889
130	92	0.0262001352265
326828	92	0.357142857143
1319	92	0.0336134453782
177756	92	0.0520833333333
2362	92	0.208333333333
132	45150	0.078125
2	642815	0.0122549019608
16751	20576	0.205882352941
228636	20576	0.416666666667
522338	522338	0.166666666667
130	12388	0.00338066260987
92	544871	0.0232843137255
544871	544871	0.285714285714
805	544871	0.078431372549
92265	92265	0.166666666667
107	107	0.285714285714
405	107	0.416666666667
42	108	0.416666666667
108	108	0.214285714286
84077	84077	1.0
2	110	0.0189393939394
46	110	0.188200280112
492	110	0.104166666667
1529	110	0.441176470588
111	111	0.444444444444
2	112	0.0122549019608
112	112	0.166666666667
130	112	0.0246305418719
264368	112	0.0714285714286
334	112	0.0892857142857
816	112	0.238095238095
1529	112	0.357142857143
